sequence_length,accuracy,response_time,total_attempts,mistakes,previous_score,current_level,difficulty_change
5,48.46,62.45,4,3,42.6,3,EASIER
6,58.2,50.31,1,2,53.53,4,SAME
6,67.13,300.0,2,1,62.1,4,EASIER
7,45.59,155.76,3,3,40.89,5,EASIER
6,61.5,163.82,1,2,63.01,4,SAME
6,63.38,72.02,1,2,60.77,4,SAME
5,71.79,70.66,1,2,69.41,3,SAME
5,55.25,90.79,3,2,48.92,3,EASIER
7,45.58,62.42,3,3,43.94,5,EASIER
4,81.67,27.7,1,1,81.21,2,SAME
6,62.14,135.97,1,1,61.57,4,SAME
4,71.47,34.3,1,1,72.58,2,SAME
5,69.42,40.06,2,1,66.08,3,SAME
4,86.19,28.25,1,1,80.36,2,HARDER
4,84.77,21.39,2,2,82.47,2,SAME
7,74.19,38.5,1,1,72.0,5,SAME
6,58.68,33.94,2,3,52.96,4,EASIER
6,51.83,83.97,4,3,51.96,4,EASIER
3,96.72,33.71,1,0,100.0,1,HARDER
4,63.23,124.15,2,2,60.92,2,EASIER
4,85.6,37.27,1,0,82.57,2,HARDER
6,58.9,42.15,3,3,65.74,4,EASIER
7,28.47,110.28,3,4,23.91,5,EASIER
4,75.0,52.88,2,1,73.38,2,SAME
4,82.88,61.67,1,1,79.5,2,SAME
5,65.97,92.05,1,2,62.26,3,SAME
7,69.26,153.03,1,1,64.98,5,SAME
4,95.28,39.74,2,0,91.68,2,HARDER
4,57.96,53.73,5,2,54.32,2,EASIER
5,63.57,32.26,1,1,65.05,3,SAME
7,53.1,37.49,2,4,46.86,5,EASIER
6,39.6,243.52,2,3,26.97,4,EASIER
5,98.68,56.67,1,1,100.0,3,HARDER
6,47.5,108.24,3,3,38.72,4,EASIER
3,91.41,8.0,1,1,87.15,1,EASIER
6,59.47,183.11,3,2,59.36,4,EASIER
3,78.96,41.81,1,0,80.78,1,SAME
4,68.58,18.21,2,2,69.55,2,SAME
4,90.0,32.74,2,1,90.83,2,HARDER
6,53.68,94.18,5,4,50.38,4,EASIER
4,65.98,20.98,2,2,60.72,2,SAME
4,64.7,47.81,2,2,59.93,2,SAME
7,48.02,198.02,3,4,42.87,5,EASIER
5,82.0,68.1,1,2,77.79,3,SAME
6,56.37,36.32,2,2,53.9,4,SAME
5,58.67,34.72,4,2,59.47,3,EASIER
6,36.45,76.89,4,4,32.76,4,EASIER
6,47.27,72.02,5,4,45.29,4,EASIER
6,58.33,72.78,3,3,53.34,4,EASIER
7,44.49,96.96,1,3,39.52,5,EASIER
6,44.62,32.09,4,4,41.44,4,EASIER
4,71.74,55.49,2,2,61.52,2,SAME
3,95.9,33.05,1,0,99.44,1,HARDER
7,48.36,148.89,1,2,44.51,5,EASIER
4,88.15,46.5,2,1,85.3,2,HARDER
4,77.23,33.25,2,1,73.03,2,SAME
3,100.0,19.08,1,0,100.0,1,HARDER
5,33.58,35.05,5,5,28.36,3,EASIER
5,74.36,124.49,1,0,75.02,3,EASIER
7,64.55,110.76,1,1,58.77,5,SAME
6,64.92,34.58,2,2,65.96,4,SAME
6,66.5,80.76,2,1,59.57,4,SAME
5,72.7,20.67,2,1,72.67,3,SAME
7,16.0,128.21,4,5,6.13,5,EASIER
7,80.26,121.08,1,1,76.53,5,SAME
7,41.76,83.36,3,4,30.17,5,EASIER
4,77.43,24.44,1,1,71.52,2,SAME
4,62.7,49.5,4,3,62.57,2,EASIER
3,88.2,24.09,2,1,86.65,1,HARDER
7,20.45,38.87,5,4,14.12,5,EASIER
6,26.82,153.35,4,3,22.37,4,EASIER
7,79.2,67.11,1,1,80.21,5,SAME
6,59.16,41.32,2,2,56.22,4,SAME
5,54.81,113.63,4,3,50.92,3,EASIER
3,70.59,40.06,2,0,71.15,1,SAME
3,93.71,20.73,3,1,91.84,1,SAME
6,79.15,42.75,1,1,76.27,4,SAME
4,77.83,24.78,1,1,78.39,2,SAME
4,100.0,30.94,1,1,96.51,2,HARDER
7,61.9,217.31,1,1,63.78,5,SAME
5,74.76,110.11,2,0,77.65,3,SAME
7,43.88,122.6,5,3,42.33,5,EASIER
5,57.14,80.02,3,2,51.2,3,SAME
7,68.84,99.92,3,2,69.33,5,SAME
3,100.0,16.95,2,1,100.0,1,HARDER
4,96.71,18.77,2,0,92.18,2,HARDER
3,64.27,28.86,1,2,59.78,1,SAME
3,82.43,37.32,2,0,88.29,1,SAME
7,67.0,84.79,1,3,61.84,5,EASIER
5,69.82,104.4,1,1,72.97,3,SAME
4,84.13,31.71,1,0,87.35,2,SAME
4,55.57,39.53,5,3,48.83,2,EASIER
4,98.83,34.25,1,0,100.0,2,HARDER
3,94.85,43.34,2,0,94.58,1,SAME
7,57.1,146.5,2,3,47.69,5,EASIER
3,94.9,24.36,1,1,92.09,1,HARDER
4,70.25,39.39,3,2,70.08,2,SAME
3,100.0,14.73,1,0,99.48,1,HARDER
7,53.22,33.16,3,2,47.1,5,EASIER
4,89.26,29.6,3,2,89.6,2,SAME
4,94.76,34.69,1,0,94.45,2,HARDER
6,67.48,108.09,2,2,68.64,4,SAME
5,53.37,53.5,2,3,45.71,3,EASIER
4,97.63,30.48,1,0,100.0,2,HARDER
5,51.09,13.48,2,2,49.56,3,EASIER
5,59.6,75.29,3,3,57.34,3,EASIER
4,54.73,41.96,3,3,52.08,2,EASIER
5,85.54,86.77,1,1,83.57,3,SAME
4,79.55,38.49,1,2,72.79,2,SAME
7,41.51,209.25,4,4,32.19,5,EASIER
5,47.0,44.16,2,3,45.47,3,EASIER
6,65.95,80.29,3,1,64.17,4,SAME
4,71.92,42.55,4,2,71.17,2,EASIER
6,56.12,115.57,1,2,53.97,4,SAME
5,56.02,71.28,3,2,53.06,3,SAME
6,82.97,105.12,1,0,83.38,4,SAME
5,79.47,66.25,1,1,81.37,3,SAME
6,65.46,74.18,3,2,59.92,4,SAME
3,69.66,37.34,1,1,67.54,1,SAME
6,68.28,34.33,1,1,69.05,4,SAME
6,74.41,59.12,2,1,65.43,4,SAME
5,63.52,127.54,1,2,61.43,3,EASIER
3,82.97,18.53,1,1,79.16,1,SAME
5,77.0,55.8,1,1,77.19,3,SAME
6,47.73,168.74,2,4,36.87,4,EASIER
5,85.79,54.49,2,1,86.82,3,HARDER
3,98.07,17.25,1,0,93.42,1,HARDER
4,81.78,66.74,1,0,79.21,2,SAME
7,65.31,95.66,4,3,61.05,5,EASIER
4,61.86,34.25,4,3,54.56,2,EASIER
5,68.69,21.76,3,2,65.49,3,SAME
4,74.12,35.79,1,2,67.82,2,SAME
6,59.98,116.96,2,2,55.64,4,SAME
5,84.85,46.86,1,1,85.58,3,SAME
4,91.48,20.81,1,1,90.77,2,HARDER
5,46.26,45.72,4,3,45.94,3,EASIER
5,62.89,42.77,1,2,58.92,3,SAME
5,50.07,51.16,5,4,46.58,3,EASIER
4,88.54,29.79,1,0,90.2,2,HARDER
3,66.32,52.44,1,2,69.46,1,EASIER
6,85.82,95.96,2,1,92.86,4,HARDER
4,80.62,16.77,2,2,79.14,2,SAME
6,33.64,85.11,3,4,25.68,4,EASIER
4,88.81,37.29,1,0,86.97,2,HARDER
7,37.22,214.75,1,2,36.89,5,EASIER
6,44.87,75.61,3,3,38.9,4,EASIER
5,68.26,52.93,3,1,67.46,3,SAME
4,59.04,91.21,2,2,52.61,2,EASIER
6,31.68,47.04,5,4,25.01,4,EASIER
3,98.67,35.65,1,0,98.11,1,SAME
3,74.86,25.72,3,1,72.62,1,SAME
3,85.15,20.01,1,1,87.37,1,HARDER
4,61.25,28.02,4,3,58.1,2,EASIER
5,84.39,113.62,2,1,85.26,3,SAME
4,85.65,47.29,2,1,85.32,2,HARDER
3,46.28,32.67,5,3,37.76,1,EASIER
4,85.05,57.73,3,2,83.92,2,SAME
5,71.57,68.7,1,1,67.43,3,SAME
4,69.15,23.08,3,2,64.22,2,SAME
5,59.41,26.64,2,1,56.06,3,SAME
4,75.74,78.35,1,0,80.99,2,EASIER
7,43.15,125.44,4,4,37.79,5,EASIER
7,56.47,116.94,2,3,52.86,5,EASIER
6,64.87,209.58,3,3,64.57,4,EASIER
5,50.56,34.25,3,3,44.39,3,EASIER
3,81.41,8.13,2,1,84.12,1,EASIER
6,40.02,31.97,2,2,35.57,4,EASIER
4,77.74,29.61,1,1,75.81,2,SAME
4,95.3,40.15,1,0,93.78,2,HARDER
6,65.65,169.08,3,2,60.68,4,EASIER
3,85.63,36.38,4,2,82.22,1,EASIER
4,79.83,11.4,1,1,81.26,2,SAME
6,49.16,300.0,1,2,52.49,4,EASIER
7,38.36,89.55,3,3,28.09,5,EASIER
5,63.99,106.51,2,2,64.99,3,SAME
5,88.55,76.0,1,0,88.92,3,HARDER
7,72.14,112.33,1,2,68.54,5,SAME
3,84.42,22.5,1,1,82.68,1,SAME
5,73.44,33.44,1,2,74.37,3,SAME
4,73.84,20.74,2,2,73.0,2,SAME
5,56.99,53.42,3,3,50.65,3,EASIER
7,58.57,52.56,2,2,57.86,5,SAME
5,72.3,131.13,2,2,68.95,3,EASIER
7,80.83,118.08,2,0,78.89,5,SAME
5,47.7,163.42,4,4,38.01,3,EASIER
7,42.65,88.33,5,4,33.86,5,EASIER
3,71.89,19.22,2,2,69.83,1,EASIER
4,84.2,50.16,1,1,81.01,2,EASIER
4,61.29,33.64,4,3,58.12,2,EASIER
6,66.01,136.01,2,2,66.12,4,SAME
5,70.58,118.2,2,2,66.63,3,EASIER
4,68.52,63.7,4,2,64.79,2,EASIER
3,86.81,45.88,1,1,80.93,1,SAME
4,78.8,55.8,1,1,80.93,2,SAME
3,76.77,19.58,1,1,78.17,1,SAME
6,45.99,148.33,4,3,41.0,4,EASIER
7,57.77,163.81,1,2,53.7,5,EASIER
7,78.05,79.98,1,0,77.6,5,SAME
4,82.21,30.17,1,1,81.24,2,SAME
5,64.07,55.42,2,2,62.44,3,SAME
5,58.86,100.55,4,2,55.68,3,EASIER
5,61.63,61.46,1,2,58.49,3,SAME
5,73.18,57.84,2,2,72.51,3,SAME
4,70.15,35.26,2,1,70.35,2,SAME
3,69.63,21.36,2,2,71.93,1,SAME
5,64.45,32.6,3,2,64.47,3,SAME
3,55.88,35.61,2,3,47.73,1,EASIER
3,89.33,15.9,2,0,88.96,1,HARDER
5,77.8,59.97,1,1,75.37,3,EASIER
7,56.39,89.63,1,2,50.54,5,SAME
5,64.28,84.76,4,2,61.51,3,EASIER
3,95.6,21.47,1,0,98.0,1,HARDER
7,21.01,64.72,5,5,12.7,5,EASIER
6,65.1,137.16,2,2,62.7,4,SAME
4,89.6,25.77,1,1,88.28,2,HARDER
4,78.9,40.87,1,2,76.88,2,SAME
7,44.57,224.24,2,2,38.47,5,EASIER
5,81.05,40.41,3,2,82.69,3,SAME
3,94.53,23.87,1,1,94.47,1,HARDER
4,70.46,31.03,1,0,68.72,2,SAME
4,78.22,40.42,2,1,83.11,2,SAME
5,46.21,56.07,3,3,40.38,3,EASIER
4,81.04,58.57,2,1,77.96,2,SAME
5,63.84,42.66,2,2,61.4,3,SAME
4,62.41,69.16,3,2,60.5,2,SAME
6,51.31,188.89,1,3,49.92,4,EASIER
5,51.77,65.85,4,4,49.45,3,EASIER
7,51.62,72.81,3,3,47.75,5,EASIER
7,27.95,109.52,5,5,21.58,5,EASIER
4,54.75,35.83,4,4,45.23,2,EASIER
3,88.5,55.01,1,1,92.06,1,EASIER
5,73.64,55.11,1,2,68.19,3,SAME
4,71.58,72.78,2,1,70.77,2,SAME
7,54.94,119.01,1,2,55.12,5,EASIER
5,59.47,59.33,2,2,54.65,3,SAME
4,82.6,32.17,1,1,84.4,2,SAME
4,63.96,33.61,5,3,57.72,2,EASIER
7,56.63,181.89,1,2,54.93,5,SAME
3,86.68,18.06,1,0,87.65,1,HARDER
7,34.13,188.96,2,4,23.09,5,EASIER
4,75.82,74.8,1,1,74.79,2,SAME
7,36.1,81.12,4,4,28.53,5,EASIER
5,74.15,105.47,1,0,79.25,3,SAME
5,67.35,97.45,2,1,65.45,3,SAME
4,100.0,57.17,1,0,99.58,2,EASIER
6,38.03,58.91,5,4,31.51,4,EASIER
6,50.85,77.06,5,4,42.64,4,EASIER
5,72.16,54.63,3,2,72.39,3,SAME
5,68.48,163.26,2,2,56.92,3,EASIER
5,70.08,57.71,2,1,70.17,3,SAME
5,100.0,52.97,1,0,100.0,3,HARDER
7,25.67,59.91,5,5,13.83,5,EASIER
3,74.34,16.22,4,2,71.08,1,EASIER
4,91.98,27.55,1,1,90.61,2,HARDER
7,35.97,136.38,2,3,31.0,5,EASIER
6,47.48,39.1,2,3,42.53,4,EASIER
4,90.59,27.79,2,1,84.68,2,HARDER
5,73.31,23.09,2,1,70.25,3,SAME
3,75.64,46.65,1,2,74.67,1,SAME
3,96.27,26.21,2,1,95.32,1,HARDER
7,52.39,132.64,2,3,45.87,5,EASIER
6,80.36,46.52,1,1,78.59,4,SAME
3,100.0,41.92,1,0,100.0,1,SAME
6,60.1,179.17,1,2,56.08,4,EASIER
5,48.57,59.95,2,4,42.54,3,EASIER
5,61.47,45.75,2,1,59.44,3,SAME
7,37.78,151.33,1,3,32.54,5,EASIER
7,41.6,167.16,2,2,34.63,5,EASIER
3,90.24,36.82,3,1,91.92,1,SAME
4,60.8,51.92,3,2,59.49,2,SAME
4,63.0,59.78,2,2,57.29,2,SAME
7,80.02,76.79,1,2,78.6,5,EASIER
6,42.83,131.75,4,4,39.74,4,EASIER
6,72.45,64.76,1,2,68.97,4,SAME
3,63.92,8.18,3,2,62.75,1,SAME
7,62.46,87.02,3,2,58.28,5,SAME
5,77.33,44.09,1,1,78.55,3,SAME
4,92.2,42.56,1,1,89.41,2,HARDER
5,44.55,87.82,3,4,35.85,3,EASIER
5,90.69,63.81,1,0,86.66,3,HARDER
4,82.66,97.68,1,1,76.05,2,EASIER
7,54.84,84.13,1,2,59.37,5,EASIER
7,30.22,37.91,5,5,19.53,5,EASIER
3,76.79,28.29,2,2,74.46,1,SAME
7,65.7,83.23,1,1,62.95,5,SAME
5,71.19,33.89,2,2,69.32,3,SAME
6,80.39,70.25,2,0,86.5,4,SAME
6,47.54,54.56,1,3,42.17,4,EASIER
5,76.54,41.33,2,2,70.57,3,SAME
6,37.15,180.99,2,4,30.13,4,EASIER
6,97.19,87.48,1,0,97.91,4,HARDER
7,51.35,96.92,5,4,46.85,5,EASIER
5,70.83,127.9,1,1,68.36,3,EASIER
6,60.54,70.32,3,2,60.43,4,SAME
7,35.65,57.29,5,3,30.53,5,EASIER
7,56.1,54.36,1,2,52.18,5,SAME
3,81.82,24.13,1,0,78.82,1,SAME
5,62.47,25.73,3,2,64.6,3,SAME
5,40.55,32.46,2,3,34.39,3,EASIER
6,63.35,67.25,4,3,63.49,4,EASIER
6,76.44,147.72,2,2,70.53,4,SAME
7,22.9,226.45,5,6,11.76,5,EASIER
5,90.98,80.4,1,0,91.48,3,SAME
6,57.28,81.83,2,2,52.74,4,SAME
7,28.7,82.07,5,4,21.99,5,EASIER
3,91.76,29.72,1,1,84.59,1,HARDER
6,58.63,207.13,2,2,52.22,4,EASIER
4,74.4,40.61,1,1,74.3,2,SAME
7,52.6,87.07,3,4,47.93,5,EASIER
5,80.04,53.65,1,0,77.13,3,SAME
6,38.09,71.38,2,3,33.11,4,EASIER
6,50.69,109.08,3,3,42.18,4,EASIER
4,74.43,26.54,2,1,74.35,2,SAME
5,69.15,70.92,1,2,70.01,3,SAME
6,53.96,110.19,2,2,46.35,4,EASIER
6,66.93,98.06,2,2,64.91,4,SAME
4,59.35,22.81,2,2,51.62,2,SAME
7,46.85,103.24,5,3,46.13,5,EASIER
3,88.52,19.78,1,1,93.79,1,HARDER
4,76.58,36.7,4,3,72.78,2,EASIER
7,28.0,77.88,5,5,17.57,5,EASIER
6,67.66,156.53,2,2,64.15,4,SAME
5,75.55,63.62,2,2,73.31,3,SAME
5,57.32,26.04,1,1,57.68,3,SAME
7,46.94,54.26,3,3,39.44,5,EASIER
4,95.54,66.94,3,0,94.24,2,SAME
4,93.3,34.92,1,0,96.16,2,HARDER
5,43.85,47.82,4,4,39.23,3,EASIER
7,36.2,207.17,3,3,29.81,5,EASIER
5,79.11,53.81,2,2,81.47,3,SAME
6,66.72,44.05,2,1,63.98,4,SAME
7,39.33,60.58,2,4,28.28,5,EASIER
7,32.99,157.67,2,4,24.42,5,EASIER
5,69.79,158.38,2,2,71.75,3,EASIER
5,64.51,87.88,2,2,64.56,3,SAME
3,100.0,21.09,1,0,100.0,1,HARDER
3,93.77,22.6,1,0,96.65,1,HARDER
5,53.88,59.41,3,2,52.73,3,EASIER
6,62.56,28.68,2,2,57.12,4,SAME
7,30.19,113.44,5,5,19.82,5,EASIER
5,71.62,77.44,2,2,66.64,3,SAME
5,60.59,139.5,1,3,57.53,3,EASIER
7,18.02,202.95,4,6,10.97,5,EASIER
4,56.75,94.13,4,3,55.5,2,EASIER
3,78.34,52.81,1,0,83.66,1,EASIER
7,56.19,239.51,2,2,57.12,5,EASIER
5,67.31,58.76,2,3,66.58,3,EASIER
3,78.54,29.15,3,2,76.74,1,SAME
4,79.85,17.33,1,2,76.31,2,SAME
4,85.57,40.4,1,0,86.09,2,HARDER
4,75.75,49.58,3,2,70.62,2,SAME
5,79.63,50.41,1,1,72.7,3,SAME
7,24.0,48.34,4,5,21.66,5,EASIER
6,28.73,186.75,5,5,19.86,4,EASIER
7,76.25,139.74,2,2,73.07,5,SAME
7,25.17,286.07,5,5,18.09,5,EASIER
4,63.8,53.86,3,2,60.75,2,SAME
3,75.71,45.96,2,1,72.2,1,SAME
3,100.0,41.95,1,0,97.2,1,SAME
6,75.81,57.59,1,1,68.52,4,SAME
4,63.1,29.92,2,2,60.97,2,SAME
6,91.99,65.63,1,1,95.11,4,HARDER
5,73.11,35.95,2,2,70.99,3,SAME
7,37.36,293.09,3,4,29.05,5,EASIER
5,72.18,59.23,4,2,68.31,3,EASIER
7,62.24,143.87,1,2,60.77,5,SAME
4,88.68,20.33,1,0,90.8,2,HARDER
6,49.8,125.51,1,2,44.59,4,EASIER
5,62.02,47.36,3,3,53.96,3,EASIER
3,74.61,43.82,1,2,68.6,1,SAME
4,78.29,27.53,1,1,78.22,2,SAME
4,70.1,71.06,3,2,62.93,2,SAME
3,64.3,38.0,1,2,58.68,1,SAME
7,52.57,86.89,3,4,46.3,5,EASIER
4,83.35,73.99,2,0,88.41,2,SAME
5,32.29,102.42,4,4,24.6,3,EASIER
5,61.25,73.91,2,2,60.6,3,SAME
5,53.34,35.47,2,2,46.36,3,EASIER
6,72.32,124.31,1,1,69.97,4,SAME
7,43.14,116.1,3,3,33.37,5,SAME
7,68.12,115.05,2,2,65.78,5,SAME
7,41.2,116.6,2,3,34.53,5,EASIER
5,58.17,57.14,4,3,54.26,3,EASIER
6,46.81,52.28,3,3,40.12,4,HARDER
3,90.18,12.74,1,1,92.83,1,HARDER
7,59.39,43.82,1,2,55.44,5,SAME
3,90.45,28.56,2,1,88.06,1,HARDER
3,93.17,8.5,1,0,91.7,1,HARDER
7,50.28,166.38,4,3,46.17,5,EASIER
6,52.96,106.69,3,3,49.26,4,EASIER
3,72.96,21.85,2,1,68.99,1,SAME
7,56.03,195.97,2,3,50.91,5,EASIER
3,75.18,22.27,3,2,73.45,1,SAME
3,86.66,30.12,1,0,90.99,1,HARDER
7,52.74,38.52,3,3,51.05,5,EASIER
4,75.66,13.25,1,2,73.9,2,SAME
4,89.58,34.02,3,1,91.86,2,SAME
6,72.95,102.17,2,2,66.16,4,SAME
6,69.83,134.4,1,1,72.39,4,SAME
5,51.81,53.13,5,3,47.62,3,EASIER
7,55.17,128.11,2,2,50.43,5,SAME
3,69.45,35.47,3,1,67.05,1,SAME
7,47.56,104.47,4,4,44.12,5,EASIER
4,71.37,50.08,2,2,67.12,2,SAME
6,88.06,45.59,1,1,86.83,4,SAME
4,99.79,17.45,1,0,100.0,2,HARDER
4,86.43,29.57,1,1,87.56,2,HARDER
4,78.84,54.69,3,1,73.23,2,SAME
5,60.45,40.79,1,2,56.49,3,SAME
7,54.01,159.68,2,2,53.41,5,EASIER
3,70.72,15.83,1,2,71.73,1,SAME
6,64.14,60.57,2,2,59.24,4,SAME
7,38.88,127.79,3,3,39.5,5,SAME
6,65.96,57.95,3,2,63.43,4,SAME
7,35.88,85.38,5,4,25.84,5,EASIER
3,85.89,8.0,1,1,85.73,1,HARDER
4,78.6,56.38,1,2,74.75,2,SAME
5,45.84,54.69,2,2,40.51,3,EASIER
5,86.72,36.32,1,0,82.07,3,HARDER
4,95.01,89.92,1,1,93.25,2,EASIER
4,78.58,26.22,3,0,79.86,2,SAME
7,57.53,84.57,1,2,55.34,5,SAME
4,60.45,24.18,3,2,56.4,2,SAME
7,16.18,204.39,4,5,4.74,5,EASIER
3,83.96,47.32,1,1,85.93,1,EASIER
5,47.26,112.25,1,3,43.77,3,EASIER
6,39.99,163.27,1,3,25.01,4,EASIER
7,73.64,80.88,1,2,68.6,5,SAME
6,64.52,195.66,3,2,63.51,4,EASIER
3,76.16,22.92,2,1,78.37,1,SAME
6,75.18,36.77,1,1,76.53,4,SAME
4,78.57,31.1,1,1,78.13,2,SAME
7,67.21,133.77,2,1,63.27,5,SAME
6,72.5,58.64,1,1,74.87,4,SAME
3,96.65,26.69,1,1,97.69,1,HARDER
4,63.14,48.9,1,2,59.93,2,SAME
7,31.72,140.09,5,4,26.53,5,EASIER
7,53.36,160.06,1,2,50.92,5,EASIER
6,85.08,74.67,1,0,83.42,4,HARDER
4,78.0,27.0,1,1,75.85,2,SAME
4,81.26,19.04,1,1,81.79,2,SAME
6,49.55,78.33,1,2,46.51,4,EASIER
5,50.68,44.46,5,4,44.94,3,EASIER
4,71.13,35.94,3,2,65.56,2,SAME
4,80.82,14.36,1,1,82.16,2,SAME
3,100.0,12.72,1,0,100.0,1,HARDER
5,54.89,74.66,4,4,45.11,3,EASIER
5,70.08,25.81,1,2,67.63,3,SAME
5,61.19,52.79,2,2,57.71,3,SAME
7,71.24,71.22,1,2,73.6,5,SAME
6,45.17,51.5,2,4,37.19,4,EASIER
5,69.51,60.5,1,1,66.3,3,SAME
4,75.56,38.51,2,1,71.37,2,SAME
6,35.33,108.94,5,4,35.18,4,EASIER
7,55.19,61.43,2,2,57.14,5,SAME
3,95.44,16.87,2,1,95.91,1,HARDER
4,71.91,64.43,2,3,65.84,2,EASIER
3,79.04,22.62,1,1,71.98,1,SAME
4,79.36,45.13,4,2,74.01,2,EASIER
3,58.95,20.04,5,4,46.24,1,EASIER
5,80.49,72.66,1,0,76.28,3,SAME
7,51.26,28.85,5,5,41.31,5,EASIER
7,19.26,209.77,5,5,12.68,5,EASIER
4,100.0,30.68,1,0,100.0,2,HARDER
6,82.62,42.83,2,2,80.57,4,SAME
4,75.96,23.06,1,1,78.05,2,HARDER
4,77.7,33.57,1,0,76.31,2,SAME
6,78.09,77.43,1,1,72.12,4,SAME
6,85.45,88.25,1,0,80.98,4,HARDER
5,65.12,32.14,4,3,56.0,3,EASIER
3,88.6,36.84,1,0,90.75,1,SAME
5,68.88,44.74,3,2,62.43,3,SAME
4,70.84,29.01,4,3,60.06,2,EASIER
3,93.46,22.61,1,1,92.81,1,HARDER
3,77.36,33.58,2,2,72.63,1,SAME
5,79.0,57.03,2,2,75.83,3,SAME
3,87.12,19.64,1,1,85.73,1,HARDER
6,28.22,69.29,4,4,18.57,4,EASIER
3,66.57,43.01,2,2,68.94,1,SAME
4,89.32,62.4,2,1,85.71,2,SAME
7,42.29,136.71,2,2,32.82,5,EASIER
6,63.67,88.59,2,1,66.27,4,SAME
5,81.15,182.3,1,1,81.3,3,EASIER
3,77.53,30.73,3,3,66.93,1,EASIER
3,100.0,27.09,3,1,93.48,1,SAME
7,61.97,100.32,1,2,64.56,5,SAME
6,45.64,98.72,3,4,37.23,4,EASIER
7,40.16,21.3,2,3,31.84,5,EASIER
7,14.93,196.1,4,4,11.94,5,EASIER
3,100.0,14.2,1,0,100.0,1,HARDER
7,43.76,75.73,2,3,34.84,5,EASIER
5,52.3,29.0,2,2,50.44,3,EASIER
6,45.08,55.91,4,4,41.96,4,EASIER
5,70.6,49.01,1,0,66.93,3,SAME
6,30.85,130.21,5,5,22.57,4,EASIER
7,68.14,226.11,1,1,62.19,5,EASIER
7,43.46,300.0,2,3,37.81,5,SAME
5,86.38,61.01,1,0,88.95,3,HARDER
4,100.0,34.28,1,1,99.15,2,HARDER
6,44.02,122.99,3,3,37.16,4,EASIER
5,79.57,38.0,1,1,77.99,3,SAME
4,68.71,24.13,1,2,58.83,2,SAME
6,58.95,67.75,5,4,50.24,4,EASIER
3,80.75,24.63,2,1,85.64,1,SAME
5,36.11,20.85,2,4,31.44,3,EASIER
6,36.49,142.81,3,3,35.16,4,EASIER
7,78.15,127.66,1,1,73.85,5,SAME
6,39.56,124.19,2,3,31.7,4,EASIER
7,33.91,47.59,5,5,23.49,5,EASIER
7,40.45,77.95,5,5,33.16,5,EASIER
4,76.21,27.14,3,2,77.84,2,SAME
7,77.16,100.28,3,2,75.91,5,SAME
4,69.14,37.41,3,2,65.77,2,SAME
6,55.65,128.88,1,2,53.95,4,SAME
4,74.21,39.81,1,2,76.37,2,SAME
5,82.82,40.18,2,1,78.36,3,SAME
6,15.09,255.78,3,5,12.98,4,EASIER
7,58.58,96.91,2,3,55.61,5,SAME
7,67.07,68.33,3,2,68.84,5,SAME
7,56.99,40.09,2,3,53.56,5,EASIER
5,77.28,60.65,3,2,79.17,3,SAME
7,28.35,163.2,2,4,23.32,5,EASIER
3,100.0,15.05,1,0,100.0,1,HARDER
7,33.62,157.45,5,5,27.66,5,EASIER
4,49.94,39.52,5,4,45.0,2,EASIER
5,57.24,24.11,3,3,49.73,3,EASIER
7,71.53,157.51,2,1,68.84,5,SAME
6,53.84,71.44,2,4,50.62,4,EASIER
7,40.41,60.63,3,4,32.41,5,EASIER
6,69.53,134.87,3,3,65.9,4,EASIER
6,55.18,133.54,3,3,51.92,4,EASIER
3,95.46,15.0,1,0,88.97,1,HARDER
7,43.11,131.42,2,3,33.72,5,EASIER
6,43.76,91.14,3,3,43.17,4,EASIER
6,89.36,79.15,1,0,92.58,4,HARDER
5,80.68,44.93,1,1,79.92,3,SAME
7,41.69,103.3,4,5,33.53,5,EASIER
5,49.58,92.3,4,2,45.4,3,EASIER
3,87.83,29.99,1,1,84.46,1,HARDER
3,67.28,10.6,3,2,62.35,1,SAME
6,53.23,26.9,4,3,47.73,4,EASIER
6,62.57,31.22,1,1,65.92,4,SAME
4,79.28,20.07,1,1,76.47,2,SAME
6,68.0,55.37,2,3,63.62,4,EASIER
7,57.44,87.51,4,3,47.43,5,EASIER
5,83.45,56.15,2,1,79.41,3,SAME
7,34.69,109.95,4,4,27.54,5,EASIER
3,87.52,24.47,1,1,86.14,1,HARDER
5,54.64,102.16,1,2,50.87,3,EASIER
5,69.7,25.29,3,3,59.68,3,EASIER
4,91.42,44.46,1,1,90.6,2,HARDER
3,89.56,28.94,1,0,90.99,1,HARDER
5,76.74,31.04,3,2,79.2,3,SAME
4,76.3,48.84,1,1,73.71,2,SAME
4,84.18,45.27,1,1,83.1,2,SAME
4,49.93,37.24,4,3,44.57,2,EASIER
5,54.21,17.53,4,2,51.17,3,EASIER
7,44.24,189.38,2,3,40.64,5,EASIER
5,75.79,64.89,2,1,76.94,3,SAME
5,71.5,70.83,1,1,71.2,3,SAME
4,96.84,8.0,1,0,94.1,2,HARDER
5,58.01,44.58,1,1,53.32,3,SAME
4,82.94,19.37,2,1,79.66,2,SAME
7,0.0,226.65,5,6,0.0,5,EASIER
5,75.48,33.56,1,1,71.94,3,SAME
5,56.73,120.62,5,3,48.41,3,EASIER
3,87.48,38.2,1,0,89.99,1,SAME
7,74.98,126.36,1,0,73.21,5,SAME
